venue_name,capacity,sport,source,city,country
Calderstones Park,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Church Road,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Craiglockhart Lawn Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Craiglockhart Tennis Centre,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Craigside Hydro Badmington and Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Cumberland Lawn Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Devonshire Park Lawn Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Priory Lawn Tennis ClubEdgbaston Priory Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Esporta Riverside Chiswick,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Felixstowe Lawn Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Foxhills Lawn Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Fort Hill Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Frinton Lawn Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Gosling Tennis Centre,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Graves Tennis Centre,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Hyde Park Lawn Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Ilkley Lawn Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Les Ormes Indoor Tennis Centre,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
London Arena,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
O2 Arena,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
NEC Arena,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Newport Athletic Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Northern Lawn Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Northumberland Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
North Wales Regional Tennis Centre,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Nottingham Tennis Centre,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Olympia,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Queen's Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Penarth Lawn Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Prince's ClubNew Princes Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Royal Albert Hall,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Scotstoun Leisure Centre,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
St Andrews Lawn Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Stoke Park Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Sunderland Tennis Centre,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Surbiton Racket & Fitness Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Sutton Tennis Academy,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Tarka Tennis Centre,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
TeamBathUniversity of Bath,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Tipton Sports Academy,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Welsh National Tennis Centre,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Welti Tennis & Leisure,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Wembley Arena,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
West Hants Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Worple Road,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Victoria Park,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Cricket Club of India,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
KSLTA Signature Kingfisher Tennis Stadium,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Netaji Indoor Stadium,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
R.K. Khanna Tennis Complex,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
SAAP Tennis Complex,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
SDAT Tennis Stadium,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Bukit Asam Tennis Stadium,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Gelora Bung Karno Tennis Indoor Stadium,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Gelora Bung Karno Tennis Outdoor Stadium,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Jayapura Mayor's Office Tennis Court,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Manahan Tennis Court,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Palaran Tennis Court,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
PTPN V Tennis Court,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Siliwangi Tennis Court,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Maluku Park Tennis Court,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Klub Kelapa Gading Tennis Court,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Alphense Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Rotterdam Ahoy,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Autotron Rosmalen,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Sportlokaal de Bokkeduinen,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
A.C. Nielson Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Amelia Island Plantation,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Ashland Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Atlanta Athletic Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Atkins Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Avondale Athletic Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Binghamton Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Boar's Head Sports Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Boca West Resort and Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Calabasas Tennis & Swim Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Cheval Athletic Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Cincinnati Convention Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Cincinnati Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Cleveland Skating Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Coney Island,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Cooper Tennis Complex,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Copeland-Cox Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
CoreStates Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Crandon Park,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Crotona Park,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Cullman-Heyman Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Darling Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Delray Beach Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Home Depot Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Fairmont Scottsdale Princess Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Family Circle Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Flamingo Park,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Forestmeadows Tennis Complex,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Fort Walton Beach Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Francis Field,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Franklin Creek Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Frenchman's Creek Beach & Country Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Germantown Cricket Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Hamlet Golf and Country Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Hilary J. Boone Tennis Complex,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Hilton DFW Lakes,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Hurd Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Indianapolis Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Indian Wells Tennis Garden,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Kingsmill Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Kiwi Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Kohala Tennis Garden,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Lamar Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Laguna Niguel Racquet Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Laver's International Tennis Resort,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Lindner Family Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Longwood Cricket Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Los Angeles Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Louisville Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Lunsford Tennis Complex,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Maryland Farms Racquet Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
McLeod Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Midland Community Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Mission Hills Country Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
"International Tennis Hall of Fame,Newport Casino",,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
North Hills Racquet Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Ojai Valley Athletic Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Oak Knoll Country Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Palmetto Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Patsy T. Mink Central Oahu Regional Park Tennis Complex,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Pelham Racquet Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Philadelphia Convention Hall and Civic Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Philadelphia Cricket Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Pleasant Valley Country Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Philadelphia Spectrum,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Racquet Club of Memphis,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Racquet Club of Palm Springs,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Red Rock Country Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
River Oaks Country Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
River Forest Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Sawgrass Country Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Sea Pines Racquet Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Sportsmen's Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Stone Mountain Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Sunrise Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Surprise Tennis and Racquet Complex,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Sutter Lawn Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Tanoan Country Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Taube Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Tennis Gardens at Longboat Key and Resort,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Tennis West Sports & Racquet Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
TBarM Racquet Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Tudor City Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
UCI Pavilion,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
USTA Billie Jean King National Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Van Der Meer Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Wesselman Park Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Westgate Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Westside Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
West Side Tennis Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
William H.G. FitzGerald Tennis Center,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Yuba City Racquet & Health Club,,Tennis,https://en.wikipedia.org/wiki/List_of_tennis_venues,,
Adelaide Street Circuit,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Ain-Diab Circuit,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Aintree Motor Racing Circuit,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Albert Park Circuit*,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Algarve International Circuit†,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Autódromo do Estoril,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Autódromo Hermanos Rodríguez*,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Autódromo Internacional Nelson Piquet,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Autodromo Internazionale del Mugello,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Autodromo Internazionale Enzo e Dino Ferrari,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Autodromo José Carlos Pace*,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Autodromo Nazionale di Monza*,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Autódromo Oscar y Juan Gálvez,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
AVUS,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Bahrain International Circuit†,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Baku City Circuit*,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Brands Hatch Circuit,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Buddh International Circuit,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Bugatti Circuit,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Caesars Palace Grand Prix Circuit,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Circuit Bremgarten,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Circuit de Barcelona-Catalunya*,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Circuit de Charade,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Circuit de Monaco*,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Circuit de Nevers Magny-Cours,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Circuit de Pedralbes,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Circuit de Reims-Gueux,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Circuit de Spa-Francorchamps*,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Circuit Dijon-Prenois,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Circuit Gilles Villeneuve*,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Circuit Mont-Tremblant,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Circuit of the Americas*,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Circuit Paul Ricard,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Circuit Zandvoort*,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Circuit Zolder,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Circuito da Boavista,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Circuito de Monsanto,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Circuito Permanente de Jerez,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Circuito Permanente del Jarama,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Dallas Fair Park,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Detroit Street Circuit,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Donington Park,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Fuji Speedway,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Hockenheimring,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Hungaroring*,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Indianapolis Motor Speedway,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Intercity Istanbul Park,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Jeddah Corniche Circuit†,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Korea International Circuit,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Kyalami Grand Prix Circuit,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Las Vegas Strip Circuit*,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Long Beach Street Circuit,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Lusail International Circuit*,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Madring*,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Marina Bay Street Circuit*,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Miami International Autodrome*,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Montjuïc Circuit,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Mosport Park,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Nivelles-Baulers,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Nürburgring,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Pescara Circuit,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Phoenix Street Circuit,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Prince George Circuit,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Red Bull Ring*,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Riverside International Raceway,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Rouen-Les-Essarts,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Scandinavian Raceway,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Sebring Raceway,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Sepang International Circuit,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Shanghai International Circuit*,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Silverstone Circuit*,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Sochi Autodrom,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Suzuka International Racing Course*,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
TI Circuit Aida,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Valencia Street Circuit,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Watkins Glen International,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Yas Marina Circuit*,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
Zeltweg Airfield,,Formula1,https://en.wikipedia.org/wiki/List_of_Formula_One_circuits,,
